.geo,class,Month,Year
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.10457134256028,24.15861751464732]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.75943861040156,24.23955572174649]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.54977182308807,24.468805782253792]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.48653042708605,24.882659633647656]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.12631057243597,23.052162579197308]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.96920437780717,22.92442214579551]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.54429209985493,25.830921247564223]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.81090750189975,25.920662944447763]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.33031339917765,23.72239561267888]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.87308006812452,23.312045190893084]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.28692477095468,21.92953796863314]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.74246502581354,23.930625095537785]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.08031682988906,22.989190677780527]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.3162996807454,25.972316073284635]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.10386183889668,23.243503734714764]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.4298467326581,22.13974374511711]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.75800588022882,24.28510030665135]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.71945900597639,24.701379609312337]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.45329276157362,22.158518534555206]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.67715293037621,26.12637714451113]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.19933903075304,22.16651354058387]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.33588752822105,22.2824860437637]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.28469270558995,23.29345006451181]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.63538584394651,22.051978341858632]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.55947362815655,23.717544710144637]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.28020112916934,21.5444302063311]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2509023280615,23.36432714042884]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.01276352052327,22.44687774075757]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.52434950054747,22.68879404677096]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.80237350670062,25.581998082334703]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.71092501077725,24.575525638007193]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.83363487858797,24.759859934308516]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.67149354408626,23.271531171579294]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.61894209996527,25.408892727084872]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41717591287016,26.085593630612106]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.1919865682688,22.297667572065322]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.04599661175384,26.158357168625788]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.27228680610538,24.505726540431105]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.72297615843,24.799924795980246]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.99624366785916,24.91410066859184]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43011165296149,24.688533700749428]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.58282525126181,25.842689177786188]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.17446027166477,24.743780090722776]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2066153845544,24.85840512097643]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.64895497901855,24.97303015123008]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.03756617092866,22.733260653334877]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.26088735056078,22.600309991285187]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.20842116368634,23.25518183340832]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.00449444562751,23.64271504697748]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.14185142685123,22.847436525946467]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40073674317078,26.23022239135535]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.31235624205897,24.462517575264954]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.20796285748058,22.01739320342003]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.42553939357619,23.646757465756018]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.36723873163683,22.464305057269492]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.67985245051042,24.675867455243342]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.09711075142023,22.374563360385952]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.75844588930717,23.64451167754572]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.4692873479128,23.876816010019027]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.39724246212641,24.288603736259414]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.48248800830751,26.00070283626281]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.37398524483143,22.388936404931865]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.40128030662311,23.577048199708344]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.72413024545381,24.16787016207375]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.42266021038515,23.18987431225283]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.74821424363192,24.4613497653956]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.98069366488019,24.09726258074196]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.09155491950425,21.360006078501364]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.10781442614682,23.646038813528722]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.61040810476612,22.87052322874834]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.2565662886333,24.983809934639513]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.12443325890303,23.05090493779954]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.30633295537352,23.141185623853552]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.59827627414866,25.725189538623354]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.96883132884797,26.199589840166873]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.64517290626155,23.13660421590454]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.10224487138527,21.667409568727063]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.77003873075417,25.393351872669605]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.1829044353355,24.001771666040053]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.55713800841784,24.466649825571906]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.79375882853677,22.202266488891826]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.70508596143047,25.11568261834826]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.48420853019289,21.388662336064776]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.81926183404207,24.83352178760632]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.85143066977724,25.04390722714711]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.80427369164282,22.77575096627373]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.95463794735888,24.431256203377597]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.61202964655939,24.68323364057312]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.63251123503731,23.901429848803904]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.9397350622062,24.24467611886597]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.83813102929042,22.526648137987387]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.3896067822114,22.58288267477327]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.81585281024427,25.526392366247705]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.7394960110941,23.187718355570944]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.67499697369432,23.820671304761557]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.23060040264039,23.596900967487386]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.58561002864258,24.42640530084335]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.77354673464409,23.525215407814645]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.13861749182841,22.96817010013213]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.47152856184125,23.03347762128762]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.4200550960612,22.885704757049957]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.2419191752203,25.5947541593692]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46273879490244,21.376714742785985]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.32393536066041,24.80791980200891]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.24668482050798,24.460002292469422]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.56181839645896,24.91922106571132]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.116797578988,22.65798183252566]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.50386791206955,23.642804878505892]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.51913927189959,22.82632611676966]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.68676947819814,23.71224464996833]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.31719799602952,23.734433037486085]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.4391937858948,23.947243928293997]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.78513042752738,25.548490922237043]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.18298969258205,22.276557162888512]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.49695545866368,25.083702594233603]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.79735208967325,25.110023232058307]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.68747898186173,24.968718237866305]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.83679270492794,24.811782557730623]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.67482188491935,23.470328343954943]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.56189907942367,23.06015758522597]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.27093475889735,22.656814022656306]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.0254251917475,23.634809872477227]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.77650202651797,24.52108773178955]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.17086243624645,25.526302534719292]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.96775792478887,23.519556021524693]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.94863295780083,24.648109512964048]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.94378205526658,21.69211323904035]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.40246183933802,21.69750313074507]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.21947044168101,24.079026780474333]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.13009264519297,23.070128884879697]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.66763078836455,24.27315271337256]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.96398042631373,23.959910173800083]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.308399080527,22.70801799385112]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.44439944026084,21.772242962383814]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.1193889704664,23.448858608664487]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.51276580766418,24.319056624391067]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.7639256125403,26.017501332075845]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.60565160804215,23.42496342210691]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.59908933218622,22.382558366414614]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.73627122463498,24.34492810457371]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.46155726218753,24.998093147657013]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.2475922843558,22.126808005025786]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.47628963284708,23.94697443370876]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.23940389242476,23.67676119624561]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.9506001028622,25.29139308792204]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.40388542094705,23.771263964134985]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.24139390889539,21.033378641195505]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.63142868241452,24.273691702543033]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.9908400533089,24.016593868228025]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.36984384596077,23.032579306003502]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.00270238934112,23.830283278301636]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.15990298978019,24.48111270164623]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.30291478301201,24.53312515659675]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.73150100506544,23.109025936682073]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.49874294066822,24.91778376125673]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.80516285836325,24.45119880268505]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.92688000507958,24.66841143838515]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.10187639670792,23.76605373548709]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.84459889933609,24.687455722408483]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.80713457770645,23.768030029112154]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.93991472526302,23.198318475923553]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.52147489163829,23.36935770601991]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.06324883949078,22.331444226748214]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.71811610733207,26.067088335759244]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.79276153316054,24.784204278508156]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.09837296709985,22.421275755160167]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.09144679084842,24.690240499789255]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.00691989689463,25.054237852914483]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.02013885441674,22.121058787207424]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.0705206190103,24.876551089715644]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.76672411276662,22.406633216029018]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.0013594906968,25.180900307975335]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.92437387084775,22.67909224170247]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.94431189587335,22.792908788200414]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.28604017851612,22.355249581777382]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.14238584173985,25.708930031980792]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.02408229310316,22.294613300099314]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.03405359275689,23.924696214662596]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.52363084832018,22.593392963597466]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.9784570252336,23.474909751903954]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.43118963130243,24.652870583969882]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.59549149676789,24.82337082489577]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.41888728619185,24.17739230408542]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.40937429274388,23.020452049667888]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.23285991369625,22.15411678966302]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.24578193094202,23.896938272383306]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.98258012697684,22.877979245606532]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.49722495324892,24.13319519210674]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.54752146059592,25.548490922237043]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.79330509661287,21.93816179536069]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.31378439794986,24.37807593855772]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.24803229343416,24.684131955857243]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.43506153558785,23.92074362741247]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.28819156091616,22.96628363803548]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.95320064290429,23.26452431236316]}",0,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.40075046601633,25.092865410131623]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.40137928671521,22.785183276756985]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.69475990994495,22.45127948564976]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.19072435258919,24.96027407419558]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.50359841748431,22.80018514200178]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.88205407240201,23.07030854793652]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.27588006724187,22.410675634807557]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.80920985142363,22.766318655790474]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.91583072708491,23.10336655039212]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.08903506242686,25.13643370141142]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.34010503577457,22.581355538790266]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.67167778142493,23.201282916361148]}",1,7,2025
"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.34873343678396,23.448139956437192]}",1,7,2025
